status,price,bedroom,bathroom,carpark,area,type,address,zipcode,house_url,agent_name,agent_position,agent_company,agent_sale,agent_phone,agent_location,agent_url
Sold by private treaty 30 Sep 2020,675000,4,2,2,,House,11 Murphy Street Clyde North VIC 3978,3978,https://www.domain.com.au/11-murphy-street-clyde-north-vic-3978-2016475910,Anne Haynes,Licensed Estate Agent,Ray White Berwick,3,0417 007 350,"42 High Street, Berwick VIC 3806 42 High Street, Berwick VIC 3806 42 High Street, Berwick VIC 3806",https://www.domain.com.au/real-estate-agent/anne-haynes-1720549/
Sold by private treaty 30 Sep 2020,355001,3,1,−,664m²,House,10 Wyoming Avenue Corio VIC 3214,3214,https://www.domain.com.au/10-wyoming-avenue-corio-vic-3214-2016475790,Donna Dacres-Mannings,Sales representative,Hayeswinckle Newtown,3,0438 822 098,"2/318 Pakington Street, Newtown VIC 3220 2/318 Pakington Street, Newtown VIC 3220",https://www.domain.com.au/real-estate-agent/donna-dacres-mannings-1503924/
Sold by private treaty 30 Sep 2020,695000,5,2,2,675m²,House,10 Melissa Court Cowes VIC 3922,3922,https://www.domain.com.au/10-melissa-court-cowes-vic-3922-2016177003,Kristien Formosa,Principal,Ray White Phillip Island,10,0409 522 671,"56-58 Thompson Ave, Cowes VIC 3922 56-58 Thompson Ave, Cowes VIC 3922",https://www.domain.com.au/real-estate-agent/kristien-formosa-809536/
Sold by private treaty 30 Sep 2020,159000,2,1,2,,Villa,148/2128 Phillip Island  Road Cowes VIC 3922,3922,https://www.domain.com.au/148-2128-phillip-island-road-cowes-vic-3922-2016348254,Oscar Price,Property Consultant,OBrien Real Estate Judith Wright,8,0467 360 260,"52-54 Thompson Avenue, Cowes VIC 3922 52-54 Thompson Avenue, Cowes VIC 3922",https://www.domain.com.au/real-estate-agent/oscar-price-1705503/
Sold by private treaty 30 Sep 2020,890000,4,3,4,385m²,House,15 Bliss Way Curlewis VIC 3222,3222,https://www.domain.com.au/15-bliss-way-curlewis-vic-3222-2016188065,Daniel Lamanna,Sales representative,Stockdale & Leggo Drysdale,12,0413 795 994,"2/11 Clifton Springs Rd, Drysdale VIC 3222 2/11 Clifton Springs Rd, Drysdale VIC 3222",https://www.domain.com.au/real-estate-agent/daniel-lamanna-1258924/
Sold by private treaty 30 Sep 2020,600000,3,2,2,611m²,House,35 Lakeland  Drive Doreen VIC 3754,3754,https://www.domain.com.au/35-lakeland-drive-doreen-vic-3754-2016398572,Phillip Di Battista,Sales Consultant & Auctioneer,Barry Plant Doreen,8,0409 863 895,"5/95 Hazel Glen Dr, Doreen VIC 3754 5/95 Hazel Glen Dr, Doreen VIC 3754 5/95 Hazel Glen Dr, Doreen VIC 3754",https://www.domain.com.au/real-estate-agent/phillip-di-battista-1552118/
Sold by private treaty 1 Oct 2020,300000,,,,,.css-in3yi3{font-weight:bold;},.css-164r41r{margin-top:8px;},,https://www.domain.com.au/56-sadie-avenue-thornhill-park-vic-3335-2016004793,Adeel Obaid,Area Manager,Biggin & Scott Melton,21,0413 955 288,"303 High Street, Melton VIC 3337 303 High Street, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/adeel-obaid-1529404/
Sold by private treaty 1 Oct 2020,520000,4,2,2,,House,14 Lay Street Tarneit VIC 3029,3029,https://www.domain.com.au/14-lay-street-tarneit-vic-3029-2016456570,Anshul Trivedi,Sales representative,Ray White Tarneit,7,0498 109 937,"Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029 Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029",https://www.domain.com.au/real-estate-agent/anshul-trivedi-1768959/
Sold by private treaty 1 Oct 2020,670000,2,1,2,,Apartment/Unit/Flat,15/33 Hotham Street St Kilda East VIC 3183,3183,https://www.domain.com.au/15-33-hotham-street-st-kilda-east-vic-3183-2016517998,David Seeber,Director,Buxton St Kilda,6,0421 796 350,"15 Carlisle Street, St Kilda VIC 3182 15 Carlisle Street, St Kilda VIC 3182 15 Carlisle Street, St Kilda VIC 3182",https://www.domain.com.au/real-estate-agent/david-seeber-1418810/
Sold by private treaty 1 Oct 2020,557000,3,3,2,,Townhouse,2/37 Tobin Way Lyndhurst VIC 3975,3975,https://www.domain.com.au/2-37-tobin-way-lyndhurst-vic-3975-2016396991,Mina Saad,Director,Ion Real Estate,11,0401 053 553,"7 Kanaru Court, Narre Warren North VIC 3804",https://www.domain.com.au/real-estate-agent/mina-saad-1744026/
Sold by private treaty 1 Oct 2020,455000,2,1,1,,Townhouse,3/82A Aberdeen Road Macleod VIC 3085,3085,https://www.domain.com.au/3-82a-aberdeen-road-macleod-vic-3085-2016419630,Brett Schembri,Senior Sales Executive,Ray White MacLeod,7,0402 218 026,"66 Aberdeen Road, MacLeod VIC 3085 66 Aberdeen Road, MacLeod VIC 3085",https://www.domain.com.au/real-estate-agent/brett-schembri-985002/
Sold by private treaty 1 Oct 2020,390000,3,1,2,598m²,House,33 Yuille  Street Melton VIC 3337,3337,https://www.domain.com.au/33-yuille-street-melton-vic-3337-2016418108,Jimmy Gill,Sales Professional,Reliance Real Estate Melton,13,0421 212 582,"Shop R06 Woodgrove Shopping Centre, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/jimmy-gill-1366658/
Sold by private treaty 1 Oct 2020,920000,2,1,2,,House,31 Blackshaws Road Newport VIC 3015,3015,https://www.domain.com.au/31-blackshaws-road-newport-vic-3015-2016331992,,,,,,,https://www.domain.com.au/real-estate-agent/mark-de-brabander-1144658/
Sold by private treaty 1 Oct 2020,1350000,4,2,2,543m²,House,132 Powell Street East Ocean Grove VIC 3226,3226,https://www.domain.com.au/132-powell-street-east-ocean-grove-vic-3226-2014838411,Ben Roberts,Director,Bellarine Property Pty Ltd,30,0488 414 456,"84 Hitchcock Avenue, Barwon Heads VIC 3227 84 Hitchcock Avenue, Barwon Heads VIC 3227",https://www.domain.com.au/real-estate-agent/ben-roberts-1605021/
Sold by private treaty 1 Oct 2020,362500,,,,512m²,Vacantland,28 Berringarra Road Officer VIC 3809,3809,https://www.domain.com.au/28-berringarra-road-officer-vic-3809-2016303112,Sahil Sethi,Sales representative,Century 21 Casey,4,0469 739 010,"9 Camms Road, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/sahil-sethi-1599954/
Sold by private treaty 1 Oct 2020,2050000,5,3,5,2.42ha,House,37A Research-Warrandyte Road Research VIC 3095,3095,https://www.domain.com.au/37a-research-warrandyte-road-research-vic-3095-2015661302,Tom Kurtschenko,Director,Jellis Craig Eltham,10,0417 502 944,"1022 Main Street, Eltham VIC 3095 1022 Main Street, Eltham VIC 3095",https://www.domain.com.au/real-estate-agent/tom-kurtschenko-1448218/
Sold by private treaty 1 Oct 2020,575000,3,1,2,593m²,House,12 Dunsmuir Drive Rosebud VIC 3939,3939,https://www.domain.com.au/12-dunsmuir-drive-rosebud-vic-3939-2016482958,Michelle Bennie,Sales representative,Ray White Rosebud,7,0499 988 861,"1131-1135 Point Nepean Road, Rosebud VIC 3939",https://www.domain.com.au/real-estate-agent/michelle-bennie-1611810/
Sold by private treaty 1 Oct 2020,440000,3,2,1,,House,9 Connell Walk Roxburgh Park VIC 3064,3064,https://www.domain.com.au/9-connell-walk-roxburgh-park-vic-3064-2016495932,Volkan Gediktas,Sales representative,Harcourts Roxburgh Park,13,0412 452 797,"G052 Roxburgh Park Shopping Centre, Corner Somerton Road and David Monroe Drive,  Roxburgh Park VIC 3064",https://www.domain.com.au/real-estate-agent/volkan-gediktas-1602126/
Sold prior to auction 30 Sep 2020,1100000,3,2,4,697m²,House,10 Nicholas Street Blairgowrie VIC 3942,3942,https://www.domain.com.au/10-nicholas-street-blairgowrie-vic-3942-2016466112,Prue Jones,Licensed Estate Agent,Ray White Rye,4,0419 352 439,"Shop 1/2353 Point Nepean Rd, Rye VIC 3941",https://www.domain.com.au/real-estate-agent/prue-jones-1652550/
Sold by private treaty 30 Sep 2020,770500,3,2,1,865m²,House,44 St.Georges Road Beaconsfield Upper VIC 3808,3808,https://www.domain.com.au/44-st-georges-road-beaconsfield-upper-vic-3808-2016302900,Amanda Charles,Sales representative,Kaye Charles Real Estate,7,0400 347 968,"Shop 2, 6-10 Princes Hwy, Beaconsfield VIC 3807",https://www.domain.com.au/real-estate-agent/amanda-charles-935823/
Sold by private treaty 30 Sep 2020,523000,3,2,3,,Apartment/Unit/Flat,1/11 Lloyd Street Belmont VIC 3216,3216,https://www.domain.com.au/1-11-lloyd-street-belmont-vic-3216-2016496861,Mitchell Falzon,Sales Consultant,Barry Plant - Geelong,7,0402 946 447,"116 Ryrie St, Geelong VIC 3220 116 Ryrie St, Geelong VIC 3220",https://www.domain.com.au/real-estate-agent/mitchell-falzon-1356558/
Sold by private treaty 30 Sep 2020,660000,3,2,1,,Townhouse,17/40 Errol Street Braybrook VIC 3019,3019,https://www.domain.com.au/17-40-errol-street-braybrook-vic-3019-2016305594,Jason Allen,Sales representative,Barry Plant Sunshine,20,0413 090 788,"271 Hampshire Road, Sunshine VIC 3020 271 Hampshire Road, Sunshine VIC 3020",https://www.domain.com.au/real-estate-agent/jason-allen-1491604/
Sold by private treaty 1 Oct 2020,585000,4,2,4,775m²,House,14 Bank Street Lara VIC 3212,3212,https://www.domain.com.au/14-bank-street-lara-vic-3212-2016365855,Miranda Williams,Senior Sales Consultant,Hayeswinckle Lara,10,0402 938 655,"Shop 5, 3-5 Forest Road South, Lara VIC 3212 Shop 5, 3-5 Forest Road South, Lara VIC 3212",https://www.domain.com.au/real-estate-agent/miranda-williams-1599470/
Sold by private treaty 1 Oct 2020,600000,4,3,2,,House,26 Bellin Street Laverton VIC 3028,3028,https://www.domain.com.au/26-bellin-street-laverton-vic-3028-2016127964,Vikram Pal,Sales representative,Ace Real Estate,12,0413 201 831,"Shop 4, 4 Neville Ave, Laverton VIC 3028",https://www.domain.com.au/real-estate-agent/vikram-pal-1244123/
Sold by private treaty 30 Sep 2020,650000,4,2,2,448m²,House,14 Cedar Street Aintree VIC 3336,3336,https://www.domain.com.au/14-cedar-street-aintree-vic-3336-2016386703,Leigh Grixti,Senior Sales Executive,Sweeney Estate Agents Caroline Springs,22,0414 098 557,"Shop 21A, 13-15 Lake Street, Caroline Springs VIC 3023 Shop 21A, 13-15 Lake Street, Caroline Springs VIC 3023",https://www.domain.com.au/real-estate-agent/leigh-grixti-1382430/
Sold by private treaty 30 Sep 2020,205000,,,,275m²,Vacantland,Lot 144 Eaglevale  Road Melton South VIC 3338,3338,https://www.domain.com.au/lot-144-eaglevale-road-melton-south-vic-3338-2016405552,Sandy Rana,Director,Reliance Real Estate Melton,37,0450 773 036,"Shop R06 Woodgrove Shopping Centre, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/sandy-rana-1361134/
Sold by private treaty 30 Sep 2020,583000,2,1,1,,Apartment/Unit/Flat,202/416 St Kilda Road Melbourne 3004 VIC 3004,3004,https://www.domain.com.au/202-416-st-kilda-road-melbourne-3004-vic-3004-2016352210,Jason Li,Sales representative,MICM Real Estate,14,0400 361 277,"178 City Road, Southbank VIC 3006 178 City Road, Southbank VIC 3006",https://www.domain.com.au/real-estate-agent/jason-li-1619701/
Sold by private treaty 30 Sep 2020,390000,,,,559m²,Vacantland,8 Passionfruit Crescent Mernda VIC 3754,3754,https://www.domain.com.au/8-passionfruit-crescent-mernda-vic-3754-2016320001,Walter Orlandi,Sales Executive,Ray White Bundoora,7,0400 580 601,"1344-1346 Plenty Road, Bundoora VIC 3083 1344-1346 Plenty Road, Bundoora VIC 3083",https://www.domain.com.au/real-estate-agent/walter-orlandi-1759300/
Sold prior to auction 30 Sep 2020,788000,4,1,2,,Townhouse,37 Thorpe Street Newport VIC 3015,3015,https://www.domain.com.au/37-thorpe-street-newport-vic-3015-2016380069,Jacob Davis,Sales Consultant,Greg Hocking Elly Partners,6,0433 208 312,"84 Ferguson Street, Williamstown VIC 3016 84 Ferguson Street, Williamstown VIC 3016 84 Ferguson Street, Williamstown VIC 3016",https://www.domain.com.au/real-estate-agent/jacob-davis-1223347/
Sold by private treaty 30 Sep 2020,1540000,4,2,2,419m²,House,14 Frank Street Newtown VIC 3220,3220,https://www.domain.com.au/14-frank-street-newtown-vic-3220-2016492148,David Cortous,Principal,McGrath Geelong,18,0416 164 336,"188 Moorabool Street, Geelong VIC 3220 188 Moorabool Street, Geelong VIC 3220 188 Moorabool Street, Geelong VIC 3220",https://www.domain.com.au/real-estate-agent/david-cortous-845894/
Sold by private treaty 1 Oct 2020,777000,3,1,−,754m²,House,3 Gidgee Court Wantirna South VIC 3152,3152,https://www.domain.com.au/3-gidgee-court-wantirna-south-vic-3152-2016279303,Chris Hodge,Sales representative,Harcourts Wantirna,11,0430 280 783,"Shop 5/249 Stud Road, Wantirna VIC 3152 Shop 5/249 Stud Road, Wantirna VIC 3152",https://www.domain.com.au/real-estate-agent/chris-hodge-1379134/
Sold by private treaty 1 Oct 2020,236000,,,,375m²,Vacantland,35 Moroka  Avenue Weir Views VIC 3338,3338,https://www.domain.com.au/35-moroka-avenue-weir-views-vic-3338-2016320979,Meet Mahal,Sales representative,Reliance Real Estate,1,,"73 Watton Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/meet-mahal-1755441/
Sold at auction 30 Sep 2020,1450000,3,1,2,619m²,House,6 Sydare Avenue Malvern East VIC 3145,3145,https://www.domain.com.au/6-sydare-avenue-malvern-east-vic-3145-2016509308,Steve Burke,Director / Auctioneer,Belle Property Glen Iris,24,0448 331 653,"208 Tooronga Rd, Glen Iris VIC 3146 208 Tooronga Rd, Glen Iris VIC 3146 208 Tooronga Rd, Glen Iris VIC 3146",https://www.domain.com.au/real-estate-agent/steve-burke-1732825/
Sold by private treaty 30 Sep 2020,285000,,,,,Vacantland,71 Klandy Dr Kalkallo VIC 3064,3064,https://www.domain.com.au/71-klandy-dr-kalkallo-vic-3064-2016331679,Vijeth Shetty,Director,One Group Realty,25,0432 407 840,"138 Epping Road, Epping VIC 3076",https://www.domain.com.au/real-estate-agent/vijeth-shetty-1640263/
Sold by private treaty 30 Sep 2020,586602,4,2,3,,House,1 Storrington Avenue Hoppers Crossing VIC 3029,3029,https://www.domain.com.au/1-storrington-avenue-hoppers-crossing-vic-3029-2016425119,Steve Harris,Sales representative,Brian Mark Real Estate,29,03 9741 5211,"4B Watton St, Werribee VIC 3030 4B Watton St, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/steve-harris-1251582/
Sold at auction 30 Sep 2020,470000,2,1,2,327m²,Apartment/Unit/Flat,25 Saratoga Crescent Keilor Downs VIC 3038,3038,https://www.domain.com.au/25-saratoga-crescent-keilor-downs-vic-3038-2016416925,David Bignoux,Sales Executive,Ray White Taylors Lakes,4,0405 126 355,"Shop 1, Shoppers Lane, Taylors Lakes VIC 3038 Shop 1, Shoppers Lane, Taylors Lakes VIC 3038",https://www.domain.com.au/real-estate-agent/david-bignoux-1534705/
Sold by private treaty 30 Sep 2020,568000,3,1,1,638m²,House,18 Butcher Crescent Laverton VIC 3028,3028,https://www.domain.com.au/18-butcher-crescent-laverton-vic-3028-2016278575,Sunny Kumar,Director,Stockdale & Leggo Laverton / Altona / Point Cook,43,0433 002 485,"7/4 Norwest Avenue, Laverton North VIC 3026",https://www.domain.com.au/real-estate-agent/sunny-kumar-1302078/
Sold by private treaty 30 Sep 2020,535000,3,2,1,916m²,House,4 Arabando Drive Leopold VIC 3224,3224,https://www.domain.com.au/4-arabando-drive-leopold-vic-3224-2016216116,David Graham,Sales representative,Stockdale & Leggo South Barwon,12,0450 800 552,"169a High St, Belmont VIC 3216 169a High St, Belmont VIC 3216",https://www.domain.com.au/real-estate-agent/david-graham-1235887/
Sold at auction 30 Sep 2020,335250,3,2,1,328m²,House,1/8 Ravida Avenue Harkness VIC 3337,3337,https://www.domain.com.au/1-8-ravida-avenue-harkness-vic-3337-2016291316,Shaun Sleiman,Sales Executive,Ray White Taylors Lakes,2,0404 274 345,"Shop 1, Shoppers Lane, Taylors Lakes VIC 3038 Shop 1, Shoppers Lane, Taylors Lakes VIC 3038",https://www.domain.com.au/real-estate-agent/shaun-sleiman-1718495/
Sold by private treaty 30 Sep 2020,395000,3,2,2,,Townhouse,58 Fulham Crescent Thornhill Park VIC 3335,3335,https://www.domain.com.au/58-fulham-crescent-thornhill-park-vic-3335-2016282671,Robert Petelinek,Business Owner,AgentX Real Estate Pty Ltd,3,0476 148 337,"P O Box 464, Berwick VIC 3806 P O Box 464, Berwick VIC 3806",https://www.domain.com.au/real-estate-agent/robert-petelinek-1749404/
Sold by private treaty 30 Sep 2020,1450000,3,2,2,752m²,House,18 The Ridge Rd Fingal VIC 3939,3939,https://www.domain.com.au/18-the-ridge-rd-fingal-vic-3939-2016311987,John Couper,Sales representative,Coupers Realty,6,0411 884 641,"55 Thompsons Drive, Fingal VIC 3939",https://www.domain.com.au/real-estate-agent/john-couper-1678928/
Sold at auction 30 Sep 2020,811000,3,2,6,750m²,House,58 Reed Crescent Taylors Lakes VIC 3038,3038,https://www.domain.com.au/58-reed-crescent-taylors-lakes-vic-3038-2016428499,Luke Vitas,Sales,Ray White Taylors Lakes,2,0435 914 910,"Shop 1, Shoppers Lane, Taylors Lakes VIC 3038 Shop 1, Shoppers Lane, Taylors Lakes VIC 3038",https://www.domain.com.au/real-estate-agent/luke-vitas-1708870/
Sold by private treaty 30 Sep 2020,630000,4,3,2,539m²,House,Frankston VIC 3199,3199,https://www.domain.com.au/frankston-vic-3199-2016525216,Tia Milne,Property Consultant,OBrien Real Estate Frankston,8,0433 299 925,"1/474 Nepean Highway, Frankston VIC 3199 1/474 Nepean Highway, Frankston VIC 3199 1/474 Nepean Highway, Frankston VIC 3199",https://www.domain.com.au/real-estate-agent/tia-milne-1363598/
Sold by private treaty 30 Sep 2020,593500,3,1,2,,House,35 Morley Street Glenroy VIC 3046,3046,https://www.domain.com.au/35-morley-street-glenroy-vic-3046-2016289218,Quentin Hinrichs,Licensed Estate Agent/Auctioneer,Biggin & Scott Maribyrnong,6,0419 387 703,"93 Rosamond Road, Maribyrnong VIC 3032 93 Rosamond Road, Maribyrnong VIC 3032",https://www.domain.com.au/real-estate-agent/quentin-hinrichs-1417129/
Sold by private treaty 30 Sep 2020,655000,3,2,2,653m²,House,3 Mountview Avenue Hallam VIC 3803,3803,https://www.domain.com.au/3-mountview-avenue-hallam-vic-3803-2016366208,Waleed Mohmand,Sales representative,Only Estate Agents Cranbourne North ,6,,"PO Box 7135, Cranbourne North VIC 3977",https://www.domain.com.au/real-estate-agent/waleed-mohmand-1706249/
Sold by private treaty 30 Sep 2020,250000,1,1,1,,House,3/67 Sladen Street Hamlyn Heights VIC 3215,3215,https://www.domain.com.au/3-67-sladen-street-hamlyn-heights-vic-3215-2016504560,Tiffany Simpson,Sales representative,Hayeswinckle Newtown,11,0417 149 049,"2/318 Pakington Street, Newtown VIC 3220 2/318 Pakington Street, Newtown VIC 3220",https://www.domain.com.au/real-estate-agent/tiffany-simpson-1712381/
Sold by private treaty 30 Sep 2020,620000,4,2,2,400m²,House,18 Trentbridge Road Tarneit VIC 3029,3029,https://www.domain.com.au/18-trentbridge-road-tarneit-vic-3029-2016524342,Prince Dhir,Sales representative,Reliance Real Estate,1,,"73 Watton Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/prince-dhir-1762816/
Sold by private treaty 30 Sep 2020,705000,2,1,−,,Apartment/Unit/Flat,4/12 Cromwell Road South Yarra VIC 3141,3141,https://www.domain.com.au/4-12-cromwell-road-south-yarra-vic-3141-2016424174,Nick Gatacre,Sales representative,Belle Property South Yarra,10,0428 860 425,"85 Toorak Road, South Yarra VIC 3141 85 Toorak Road, South Yarra VIC 3141 85 Toorak Road, South Yarra VIC 3141",https://www.domain.com.au/real-estate-agent/nick-gatacre-1726012/
Sold by private treaty 30 Sep 2020,525000,2,1,1,,Apartment/Unit/Flat,177/183 City Road Southbank VIC 3006,3006,https://www.domain.com.au/177-183-city-road-southbank-vic-3006-2016324498,Natalia Susanti,Sales representative,MICM Real Estate,20,0411 892 357,"178 City Road, Southbank VIC 3006 178 City Road, Southbank VIC 3006",https://www.domain.com.au/real-estate-agent/natalia-susanti-1570969/
Sold by private treaty 30 Sep 2020,1121000,,,,593m²,Vacantland,15 South Harbour Esplanade Safety Beach VIC 3936,3936,https://www.domain.com.au/15-south-harbour-esplanade-safety-beach-vic-3936-2016073199,Stuart Cox,Sales representative,Jacobs & Lowe Mornington,7,0417 124 707,"220 Main Street, Mornington VIC 3931 220 Main Street, Mornington VIC 3931",https://www.domain.com.au/real-estate-agent/stuart-cox-815811/
